Year,Artist,Song,Peak_Pos_That_Year,Full_Release_Year,Genre,Lyrics
1990,Jane Child,Don't Wanna Fall In Love,2,1990-02-07,Pop,"Ain't no personal thing, boy | But you have got to stay away | Far, far away from my heart, my heart | Don't you know what your kiss is doing? | Let me tell it to you from the start, boy |  | I don't wanna fall in love (No, no) | Love cuts just like a knife (Woo, woo) | You make the knife feel good (Baby) | I'll fight you to the end (Baby) |  | You've been hanging around, boy | And you have started sinking in | Woo, baby, you're way out of line now | Unaware how this all got started | Let me tell it you one more time, boy |  | I don't wanna fall in love (No, no) | Love cuts just like a knife (Woo, woo) | You make the knife feel good (Baby) | I'll fight you to the end, baby | I don't wanna fall in love (No, no) | Love cuts just like a knife (Woo, woo) | You make the knife feel good (Baby) | I'll fight you to the end |  | I learned something about myself (Last night) | Last night with you, I knew | I didn't want nobody else | And you're scaring me to death now, baby |  | I don't wanna fall in love (No, no) | Love cuts just like a knife (Woo, woo) | You make the knife feel good (Baby) | I'll fight you to the end |  | No |  | I don't wanna fall in love (No, no) | Love cuts just like a knife (Woo, woo) | You make the knife feel good (Baby) | I'll fight you to the end | I don't wanna fall in love (No, no) | Love cuts just like a knife (Woo, woo) | You make the knife feel good (Baby, yeah) | I'll fight you to the end | I don't wanna fall in love (No, no) | Love cuts just like a knife (Woo, woo) | You make the knife feel good (Baby) | I'll fight you to the end | I don't wanna fall in love"
1990,Janet Jackson,Come Back To Me,2,1990-06-27,R&B/Soul,"Hoo-ooh-hoo-ooh-hoo | Hoo-ooh-ooh-ooh-ooh-ooh | Hoo-ooh-hoo-ooh-hoo | Hoo-ooh-ooh-ooh | Come |  | Looking through my old drawer | Came across the letter you wrote | You said you needed time away | That was so long ago |  | All my life, I've waited | To see your smile again | In my mind, I've hated | Not able to let go |  | Come back to me | I'm beggin' you please | Come back to me | I want you to | Come back to me | I'm beggin' you please | Come back to me |  | Lord knows that I have tried | To live my life as one | Friends tell me to hold on | Tough times don't last for long |  | My abandoned heart | Just doesn't understand | My undying love for you | Won't let me wait |  | Come back to me | I'm beggin' you please | Come back to me | I want you to | Come back to me | I'm beggin' you please | Come back to me | I want you to | (Come back to me) Ooh, come back to me | Come back | I want you to | (Come back to me) I'm beggin' you, baby, won't you please | Come back |  | Please come back to me | I miss you so much | Wherever you are | I love you |  | All my life, I've waited | To see your smile again | In my mind, I've hated | Not able to let go | Not able to let go | Oh, no, I won't let you go | No, oh |  | I don't know what else to say | Da-da-da-da | Oh, no, no, no"
1990,Janet Jackson,Rhythm Nation,2,1990-01-03,R&B/Soul,"Yeah, yeah, yeah, yeah, yeah, yeah, yeah | Bass, bass, bass, bass | Nasty | Three |  | With music by our side to break the color lines | Let's work together to improve our way of life | Join voices in protest to social injustice | A generation full of courage, come forth with me |  | People of the world today | Are we looking for a better way of life? (Sing!) | We are a part of the rhythm nation (Whoo) | People of the world unite | Strength in numbers, we can get it right, one time | (Sing it up!) | We are a part of the rhythm nation (Yeah, ah) |  | This is the test, no struggle, no progress (Lend) | Lend a hand to help your brother do his best | Things are getting worse, we have to make 'em better | It's time to give a damn, let's work together (Come on now) |  | People of the world today | Are we looking for a better way of life? (Sing!) | We are a part of the rhythm nation (Rhythm) | People of the world unite | Strength in numbers, we can get it right, one time (Sing it up!) | We are a part of the rhythm nation (Everybody) | People of the world today (Rhythm) | Are we looking for a better way of life?  (Rhythm) | We are a part of the rhythm nation (Yeah, yeah, everybody sing it) | People of the world unite (Rhythm) | Strength in numbers, we can get it right, one time (Rhythm) | We are a part of the rhythm nation (Yeah, yeah, yeah, whoo) |  | Bass, bass, bass, bass | Bass, bass, bass, bass, bass, ba-ba-ba-bass | Bass, bass (Five) | Bass, bass | Bass, bass, ba-bass | Bass, bass, nasty |  |  | (Rhythm nation) Sing it, people, say it, children | Sing it if you want a better way of life | (Rhythm nation) Sing it, people, say it, children | Sing it if you want a better way of life |  | Nasty | Nasty | Nasty | Ba-ba-ba-ba-ba-bass | Ba-ba-ba-ba-ba-bass | Yeah, huh, yeah | Nas-nasty, nasty, nas-nasty | Nas-nasty, nasty, nas-nasty |  | Everybody sing it | People of the world today | Are we looking for a better way of life? (Sing!) | We are a part of the rhythm nation | People of the world unite | Strength in numbers, we can get it right, one time (Sing it up) | We are a part of the rhythm nation (Rhythm) | People of the world today (Yeah) | Are we looking for a better way of life? (Sing!) | We are a part of the rhythm nation (Whoo) | People of the world unite | Strength in numbers, we can get it right, one time (Sing it up, now!) | We are a part of the rhythm nation (Rhythm nation, sing it for me) |  | Rhythm nation (Yeah, yeah, sing it, baby) | Rhythm nation (Rhythm nation, sing this for me) | Rhythm nation (Sing it for the fans) | (Rhythm nation, baby) Rhythm nation | Rhythm nation | Rhythm nation | (Sing it for the people) | (Sing it for the children) | (Sing it for the babies) | (Sing it for the people) | Rhythm nation | (Sing it for the children) | (Sing it for the babies) | (Sing it for me, sing it for me, sing it for me now) | Rhythm nation (Yeah, yeah)"
1990,M.C. Hammer,Pray,2,1990-09-26,Hip-Hop/Rap,"That's word, we pray (Pray, pray) | We got to pray just to make it today | I said we pray (Pray) | Oh yeah we pray (Pray) | We got to pray just to make it today | That's word, we pray |  | All my life I wanted to make it to the top | (That's word, we pray) | Some said I wouldn't, they told me no, but I didn't stop | (That's word, we pray) | Working hard, making those moves everyday | (That's word, we pray) | And on my knees, every night you know I pray |  |  | Now I just think that you can do whatever you want | (That's word, we pray) | I'm busting these rhymes making this money and I won't | (That's word, we pray) | Forget my people or my town or my ways | (That's word, we pray) | And on my knees every night I'm still gone pray |  |  | Time and time and time and time and time again | (That's word, we pray) | I kept on knocking, but these people wouldn't let me in | (That's word, we pray) | I tried and tried and tried and tried to make a way | (That's word, we pray) | But nothing happened 'til that day I prayed |  |  | Children dying, oh so fast from this and that | (That's word, we pray) | Need that money, working that dope, smoking that crack | (That's word, we pray) | Ten years old, stand outside, better look out | (That's word, we pray) | Dead and gone, never had a chance, what's it all about? |  | That's word, we pray (Pray, pray) | We need to pray just to make it today | I said we pray (Pray) | Oh yeah we pray (Pray) | We need to pray just to make it today | That's word, we pray | That's word, we pray (3x) |  |  | On a mission start to doubt, here we go | (That's word, we pray) | Kicking back, read these words we need to know | (That's word, we pray) | Living high, living good, living long | (That's word, we pray) | Take a minute, bust a prayer and you good to go |  |  | We're sending this one out to the Lord | And we thank you and we know we need to pray | Cause all the blessings that are good | They come from above | And once again we want to say ""thank you"" to the Lord | With all our love | We outta here | That's word, we pray | That's word, we pray (pray, pray) (4x)"
1990,Madonna,Justify My Love,2,1990-11-14,Pop,"Yeah |  | I want to kiss you in Paris | I want to hold your hand in Rome | I want to run naked in a rainstorm | Make love in a train cross-country | You put this in me | So now what? | So now what? |  | Wanting | Needing | Waiting | For you to justify my love | (My love) Hoping | (My love) Praying | For you to justify my love |  | Okay |  | I want to know you | Not like that | I don't want to be your mother | I don't want to be your sister either | I just want to be your lover | I want to have you, baby | Kiss me, that's right, kiss me |  | Wanting | Needing | Waiting | For you to justify my love | (My love) Yearning | (My love) Burning | For you to justify my love |  | What are you gonna do? | What are you gonna do? | Talk to me | Tell me your dreams | Am I in them? | Tell me your fears | Are you scared? | Tell me your stories | I'm not afraid of who you are | We can fly | Poor is the man | Whose pleasures depend | On the permission of another | Love me | That's right, love me | I want to be your baby | Mm, yeah |  | Wanting | Needing | Waiting | For you to justify my love | (My love) I'm open | (My love) And ready | For you to justify my love | (My love) To justify my love | (My love) Wanting | (For you) To justify (To justify my love) | Waiting | (My love) To justify my love | (My love) Praying | (For you) To justify (To justify my love) | To justify my love | I'm open to justify my love (My love) | (My love)"
1990,Roxette,Dangerous,2,1990-01-03,Pop,"Error: Request timed out:
HTTPSConnectionPool(host='genius.com', port=443): Read timed out. (read timeout=5)"
1990,Seduction,Two To Make It Right,2,1990-01-03,Dance/Electronic,"It takes two, it takes two, me and you | It takes two, it takes two, me and you |  | It takes two to make a thing go right | It takes two to make it out of sight | It takes two to make a thing go right | It takes two to make it out of sight |  | From the start it's plain to see | You're suffering from a serious broken heart | You know that it's a shame | But I'm here to ease your pain | There's no need for you to feel so all alone | And you and I could seriously be | A sure enough happening thing | Don't you know that--- |  | It takes two to make a thing go right | It takes two to make it out of sight | It takes two to make a thing go right | It takes two to make it out of sight |  | I can see it in your eyes | You feel the same way, I feel about you | Some call it chemistry | I call it, you should be with me | 'Cause I know together we can really turn this mother out | In my mind there is no doubt | That one and one equals me and you | Don't you know that--- |  | It takes two to make a thing go right | It takes two to make it out of sight | It takes two to make a thing go right | It takes two to make it out of sight |  | I don't believe in fairy tales | But I believe some things were meant to be | Why should we be alone? | When we could have each others arms to hold | 'Cause I know together we could really turn this mother out | In my mind there is no doubt | That one and one equals me and you | And don't you know that--- |  | It takes two to make a thing go right | It takes two to make it out of sight | It takes two to make a thing go right | It takes two to make it out of sight |  | It takes two, it takes two, me and you | It takes two, it takes two, me and you | It takes two, it takes two, me and you | It takes two, it takes two, me and you | It takes two, it takes two, me and you | It takes two, it takes two, me and you | It takes two, it takes two, me and you | It takes two, it takes two, me and you"
1990,Snap!,The Power,2,1990-05-09,Dance/Electronic,"""Американская фирма Transceptor Technology приступила к производству компьютеров «Персональный спутник»."" |  | I've got the power (Power, power) | Hey, yeah-eah |  | Like the crack of the whip, I Snap! attack | Front to back, in this thing called rap | Dig it like a shovel, rhyme devil on a heavenly level | Bang the bass, turn up the treble | Radical mind, day and night all the time | 7:14, wise, divine | Maniac brainiac, winnin' the game | I'm the lyrical Jesse James |  | Oh-oh-oh-oh, oh-oh-oh, yeah, yeah, yeah-eah | Oh-oh-oh-oh, oh-oh-oh, yeah, getting kinda heavy |  | It's getting, it's getting, it's getting kinda heavy | It's getting, it's getting, it's getting kinda heavy | It's getting, it's getting, it's getting kinda heavy | It's getting, it's getting, it's getting kinda heavy |  | I've got the power (Power, power) | (You could break my heart, you could break my heart apart) | (You could break my heart, you could break my heart apart) | I've got the power (Power, power) | (Oh-oh-oh-oh) | I've got the power (Power, power) | (You could break my heart, you could break my heart apart) | (You could break my heart, you could break my heart apart) | I've got the power (Power, power) | (Oh-oh-oh-oh) |  | It's getting, it's getting, it's getting kinda hectic | It's getting, it's getting, it's getting kinda hectic | It's getting, it's getting, it's getting kinda hectic | It's getting, it's getting, it's getting kinda hectic |  | Quality I possess, some say I'm fresh | When my voice goes through the mesh | Of the microphone that I am holding | Copy written lyrics so they can't be stolen | If they are, Snap! Don't need the police | To try to save them, your voice will cease | So please, stay off my back | Or I will attack, and you don't want that |  | I've got the power (Power, power) | (You could break my heart, you could break my heart apart) | (You could break my heart, you could break my heart apart) | I've got the power (Power, power) | (Oh-oh-oh-oh) | I've got the power (Power, power) | (You could break my heart, you could break my heart apart) | (You could break my heart, you could break my heart apart) | I've got the power (Power, power) | (Oh-oh-oh-oh) |  | Quality I possess, some say I'm fresh | When my voice goes through the mesh | Of the microphone that I am holding | Copy written lyrics so they can't be stolen | If they are, Snap! Don't need the police | To try to save them, your voice will cease | So please, stay off my back | Or I will attack, and you don't want that |  | I've got the power (Power, power) | (You could break my heart, you could break my heart apart) | (You could break my heart, you could break my heart apart) | I've got the power (Power, power) | (Oh-oh-oh-oh) | I've got the power (Power, power) | (You could break my heart, you could break my heart apart) | (You could break my heart, you could break my heart apart) | I've got the power (Power, power) | (Oh-oh-oh-oh) |  | I've got the power (Power, power)"
1990,Technotronic Featuring Felly,Pump Up The Jam,2,1990-01-03,Dance/Electronic,Lyrics Not Found
1990,Bell Biv DeVoe,Do Me!,3,1990-06-27,R&B/Soul,"Oh, yeah, oh, yeah, oh, yeah, oh, yeah | Oh, yeah, oh, yeah, oh, yeah, oh, yeah |  | Take a look at me | Tell me, do you like what you see? | Do you think you can, do you think you can do me? | Kiss me, pretty baby, touch me all over | Girl, what makes you think you can do me? | Do you think you can do me? Yeah |  | Do me, baby (Oh) | Do me, baby (Do you think you can?) | Do me, baby (Do me) | Do me, baby (Oh, yeah) |  | Girl, let your hair down, take off your clothes and leave on your shoes | Would you mind if I look at you for a moment before I make sweet love? | Backstage, underage, adolescent | ""How you doin'?"" ""Fine,"" she replied | I sighed, I like to do the wild thing | Action took place | Kinda wet | Don't forget | The J the I the M the M the Y, y'all | I need a body bag |  | Do me, baby (Oh) | Do me, baby (You can do me when you wanna do me) | Do me, baby (Yeah, yeah) | Do me, baby (Oh, yeah) | Do me, baby (I like it in the morning time) | Do me, baby (Sometimes I love it in the evening, baby) | Do me, baby (Can you do me all over, girl?) | Do me, baby (Oh, yeah) |  | The time was 6 o'clock on the Swatch watch | No time to chill, got a date | Can't be late | Hey, the girl is gonna do me | Move to the jacuzzi | Ooh, that booty | Smack it up, flip it, rub it down, oh, no |  | Do me, baby (Yeah) | Do me, baby (Oh, I like it just like that, I love it when you do what you do) | Do me, baby (Oh, yeah) | Do me, baby (Oh, move just a little bit closer) |  | You can do me in the morning, you can do me in the night, you can do me when you wanna do me (I love the way you do me when you touch my body, I love it, baby) | You can do me in the morning, you can do me in the night, you can do me when you wanna do me | Oh, come on and sweat me, baby, just a little bit, yeah | That's the way I like it, baby | Come on over here | Let me caress your beautuiful body, kiss you from head to toe, and make you sweat | Yeah, we gon' turn the heat up all the way | You can do me in the morning, you can do me in the night, you can do me when you wanna do me (Ninety-five, baby, that's the way I like to do it) | You can do me in the morning, you can do me in the night, you can do me when you wanna do me (Rub you all over with some hot oil and just watch your body shine) | You can do me in the morning, you can do me in the night, you can do me when you wanna do me (I just wanna, I just wanna lay your beautiful body down by the fire, please, baby, and make love to you all night) | You can do me in the morning, you can do me in the night, you can do me when you wanna do me (Let me caress your beautiful body, kiss you from head to toe, and make you sweat, oh, yeah) | You can do me in the morning, you can do me in the night, you can do me when you wanna do me (Yeah, we gon' turn the heat up all the way, ninety-five, baby, that's the way I like to do it, baby, baby, yeah) | You can do me in the morning, you can do me in the night, you can do me when you wanna do me (That's the way I like to do it, rub you all over with some hot oil and just watch your body shine)"
1990,Bell Biv DeVoe,Poison,3,1990-04-04,R&B/Soul,"Yeah, Spyderman and Freeze in full effect | Uh-huh | You ready, Ron? | I'm ready | You ready, Biv? | I'm ready, Slick, are you? | Oh, yeah, break it down |  | Girl, I, must (Warn you) | I sense something strange in my mind, yeah, yo | Situation is (Serious) | Let's cure it 'cause we're running out of time | It's oh so (Beautiful) | Relationships, they seem from the start, yeah, mhm | It's all so (Deadly) | When love is not together from the heart, mhm, check it out |  | It's drivin' me out of my mind | That's why it's hard for me to find | Can't get it out of my head | Miss her, kiss her, love her | (Wrong move, you're dead) |  | That girl is (Poison) | Never trust a big butt and smile | That girl is (Poison) |  | If I were you I'd take precaution | Before I step to meet a fly girl, you know? | 'Cause in some (Portions) | You'll think she's the best thing in the world | She's so (Fly) | She'll drive you right out of your mind | Steal your heart when you're blind | Beware, she's schemin', she'll make you think you're dreamin' | You'll fall in love and you'll be screamin' ""demon,"" ooh |  | Poison, deadly, movin' in slow | Lookin' for a mellow fellow like DeVoe | Gettin' paid, laid, so better lay low | Schemin' on house, money and the whole show | The low pro ho, she'll be cut like an afro | See what you're sayin', huh | She's a winner to you, but I know she's a loser | (How do you know?), me and the crew used to do her |  | Poison | Poison | Poison | Poison | Poison |  | I was at the park, shake, breakin', and takin 'em all | And that night, I played the wall | Checkin' out the fellas, the highs and lows | Keepin' one eye open, still clockin' the hoes | There was one particular girl that stood out from the rest | Poison as can be with a high-power chest | Michael Bivins here and I'm runnin' the show | Bell Biv DeVoe (Hahaha) | Now you know | Yo, Slick, blow |  | It's drivin' me out of my mind | That's why it's hard for me to find | Can't get it out of my head | Miss her, kiss her, love her | (Wrong move, you're dead) |  | That girl is (Poison) | (Poison, poison) | Never trust a big butt and smile | (Poison) | (Poison, poison) | She's dangerous | (Poison) Ooh yeah, ooh yeah | (Poison) |  | Yo, fellas, that was another dope one | You know what I'm sayin', Mike? | Yeah, B.B.D. in full effect | Yo, what's up to Ralph T and Johnny G | And I can't forget about my boy B. Brown | And the whole NE crew | Poison"
1990,Johnny Gill,Rub You The Right Way,3,1990-05-09,R&B/Soul,"Pump up the bass | Hey | Pump up the bass | Pump | Pump up the bass | Pump up the bass | Pump, pump, pump | Pump, pump, pump, pump |  | What you've been missin' in a man | I can supply it, your wish is my command | I'll work hard to fill your needs | Give you lesson on what it is to |  | (Feel) Feel (Good) good, baby | Get undressed and slip on this robe | (Re—) Re— (—lax) —lax, darlin' | Just sit back, prepare to be stroked |  | Can you feel the magic in my hands? | When I touch and rub you the right way | Stroke applied with tenderness | When I hold and rub you the right way |  | A light massage, a soft caress | Whenever I give you a rub, I rub with happiness | Customer satisfaction is a guarantee | So for your pleasure, I'm only here to please you |  | (You) hey | So hold on and don't let go | (Show) Show (You) | I'll show you pleasure like you've never known |  | Can you feel the magic in my hands? | When I touch and rub you the right way | Stroke applied with tenderness | When I hold and rub you the right way | Feel the magic in my hands | When I touch and rub you the right way | Stroke applied with tenderness | When I hold and rub you the right way |  | Pump up the bass | Hey | Pump up the bass | What, what, what, what, what | Hey | Get busy | (Feel, good) | Pump, pump, pump, pump | (Re—) Re—, girl (—lax) —lax, yeah | Oh, oh, oh, oh, oh |  | Can you feel the magic in my hands? | When I touch and rub you the right way | Stroke (Stroke, baby) applied with tenderness | When I hold (Hold up, baby) and rub you the right way | (Rub, baby; rub, baby; rub, baby, rub) | Feel the magic in my hands | When I touch and rub you the right way | Stroke applied with tenderness | When I hold and rub you the right way |  | (Feel) Your every wish is my command | So get undressed, sit back, relax (Touch) | Gonna rub you with my magic hands | Give you what you're missin' in a man (Stroke) | Stroke you with a soft caress | Applied with so much tenderness (Hold) | Hold on tight and don't let go | Give you pleasure like you've never known before |  | Feel the magic in my hands | When I touch and rub you the right way | Stroke applied with tenderness | When I hold and rub you the right way |  | (Feel) Can you feel the magic in my | (Touch) Nothing but satisfaction, baby | (Stroke) Stroke, hey, hey, hey | (Hold) And rub you the right way | (Feel) Do you feel it? Do you feel it? | (Touch) Oh, oh, oh, oh, oh, oh, oh | (Stroke) Oh, ha, ha, ha, ha-ha, hey | Come on, come on, do you | Do you feel it, baby, feel it, baby, feel it, feel it, feel it, feel it, feel it? | Oh, baby | Stroke, baby, oh, oh | Stroke, baby; stroke, baby | (Feel) Feel it, baby, feel it all over now | (Touch) Feel it comin', see, whatever you want, whatever you want | (Feel) I got it, whatever you need | (Touch) I got it, baby, got it, baby, whatever you want | (Stroke) I got it in my hands, whatever you need | (Hold) I'll fulfill your needs, baby, feel it | (Feel) Feel it, feel it, feel it"
1990,Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,3,1990-01-03,Pop,"Look at this face | I know the years are showing | Look at this life | I still don't know where it's going |  | I don't know much | But I know I love you | And that may be all I need to know |  | Look at these eyes | They never see what matters | Look at these dreams | So beaten and so battered |  | I don't know much | But I know I love you | And  | that may be all I need to know |  | So many questions still left unanswered | So much I've never broken through | And when I feel you near me, sometimes I see so clearly | The only truth I've ever known is me and you |  | Look at this man | So blessed with inspiration | Look at this soul | Still searching for salvation |  | I don't know much | But I know I love you | And that may be all I need to know |  |  | I don't know much | But I know I love you | And that may be all I need to know |  | I don't know much | But I know I love you | And that may be all there is to know | Whoa, ahh-ahh"
1990,Lisa Stansfield,All Around The World,3,1990-01-31,R&B/Soul,"I don't know where my baby is | But I'll find him, somewhere, somehow | I've got to let him know how much I care | I'll never give up looking for my baby |  | Been around the world and I, I, I | I can't find my baby | I don't know when, I don't know why | Why he's gone away | And I don't know where he can be, my baby | But I'm gonna find him |  | We had a quarrel and I let myself go | I said so many things, things he didn't know | And I was oh oh so bad | And I don't think he's comin' back, mm mm | He gave the reason, the reasons he should go | And he said things he hadn't said before | And he was oh oh so mad | And I don't think he's comin', comin' back |  | I did too much lyin', wasted too much time | Now I'm here and cryin', I, I, I |  | Been around the world and I, I, I | I can't find my baby | I don't know when, I don't know why | Why he's gone away | And I don't know where he can be, my baby | But I'm gonna find him |  | So open hearted | He never did me wrong | I was the one, the weakest one of all | And now I'm oh oh so sad | And I don't think he's comin' back, comin' back |  | I did too much lyin', wasted too much time | Now I'm here and cryin', I, I, I |  | Been around the world and I, I, I | I can't find my baby | I don't know when, I don't know why | Why he's gone away | And I don't know where he can be, my baby | But I'm gonna find him | Been around the world and I, I, I | I can't find my baby | I don't know when, I don't know why | Why he's gone away | And I don't know where he can be, my baby | But I'm gonna find him | I'm going to find him, my baby |  | I did too much lyin', wasted too much time | Now I'm here and cryin', I, I, I |  | Been around the world and I, I, I | I can't find my baby | I don't know when, I don't know why | Why he's gone away | And I don't know where he can be, my baby | But I'm gonna find him |  | I've been around the world, lookin' for my baby | Been around the world | And I'm gonna, I'm gonna find him |  | Been around the world and I, I, I | I can't find my baby | I don't know when, I don't know why | Why he's gone away | And I don't know where he can be, my baby | But I'm gonna find him"
1990,Michael Bolton,How Can We Be Lovers,3,1990-02-28,Pop,"How can we be lovers if we can't be friends? | How can we start over when the fighting never ends, baby? | How can we make love if we can't make amends? | How can we be lovers if we can't be, can't be friends? |  | Look at us now, look at us, baby | Still trying to work it out, never get it right | We must be fools, we must be crazy | Oh, when there's no communication | Oh, it's a no-win situation |  | How can we be lovers if we can't be friends? | How can we start over when the fighting never ends, baby? | How can we make love if we can't make amends? Tell me | How can we be lovers if we can't be, can't be friends? |  | We lie awake, this wall between us | We're just not talking, we've got so much to say | Let's break these chains, our love can free us | Oh, ain't it time we started trying? | Oh, gotta stop this love from dying |  | How can we be lovers if we can't be friends? | How can we start over when the fighting never ends, baby? | How can we make love if we can't make amends? | How can we be lovers if we can't be, can't be friends? |  | (Baby, love is tough but we can take it) Baby | How can we be lovers? | Baby, times are rough but we can make it | We can work it out |  | How can we be lovers if we can't be friends? | How can we start over when the fighting never ends, baby? | How can we make love if we can't make amends? Tell me | How can we be lovers if we can't be, can't be friends? | How can we be lovers if we can't be friends? (How can we be lovers?) | How can we start over when the fighting never ends, baby? (How can we be lovers?) | How can we make love if we can't make amends? | How can we be lovers if we can't be, can't be friends? (How can we be lovers?) | How can we be lovers if we can't be friends? | How can we start over when the fighting never ends, baby? | How can we make love if we can't make amends? | How can we be lovers if we can't be, can't be friends? | How can we be lovers if we can't be friends? | How can we start over when the fighting never ends, baby? | How can we make love if we can't make amends? Tell me | How can we be lovers if we can't be, can't be friends? | How can we be lovers if we can't be friends?"
1990,Phil Collins,I Wish It Would Rain Down,3,1990-01-31,Pop,"You know I never meant to see you again | But I only passed by as a friend, yeah | All this time I stayed out of sight | I started wonderin' why |  | Now I, ooh, now I wish it would rain down, down on me | Ooh, yes, I wish it would rain, rain down on me now | Ooh, yes, I wish it would rain down, down on me | Ooh, yes, I wish it would rain on me |  | You said you didn't need me in your life | Oh, I guess you were right, yeah | Ooh, I never meant to cause you no pain | But it looks like I did it again, yeah |  | Now I, now I know I wish it would rain down, down on me | Ooh, yes, I wish it would rain, rain down on me now | Ooh, girl, I wish it would rain down, down on me | Ooh, yes, I wish it would rain on me |  | Though your hurt is gone | Mine's hangin' on inside, and I know | Well, it's eating me through, it's eating me through every night and day | I'm just waitin' on your sign | 'Cause I know, I know, I never meant to cause you no pain | And I realize I let you down, oh, yeah | But I know in my heart of hearts | I know I'm never gonna hold you again, no no |  | Now I, well, now I know I wish it would rain down, down on me | Well, you know I wish it would rain, rain down on me now | Ooh, yes, I wish it would rain down, down on me | Yes, you know I wish it would rain down, rain down over me |  | (Rain, rain) | Just rain down over me | Just let it rain down, let it rain down (Rain, rain) | Let it rain down, oh yeah (Rain) | Well, let it rain down (Rain, rain) | Rain down over me | Just let it rain down, just let it rain down (Rain, rain) | Let it rain down (Rain) | Just let it rain"
1990,Poison,Unskinny Bop,3,1990-07-04,Metal/Hard Rock,"A-what's got you so jumpy? | Why can't you sit still, yeah? | Like gasoline, you wanna pump me | And leave me when you get your fill, yeah |  | Every time I touch you, you get hot | I wanna make love, you never stop | Come up for air, you pull me to the floor | What's been going on in that head of yours? |  | Unskinny bop | Just blows me away, yeah | Unskinny bop, bop | All night and day, yeah | Unskinny bop, bop, bop, bop | She just loves to play, yeah | Unskinny bop, nothin' more to say |  | You look at me so funny | Love bite got you acting oh so strange | You got too many bees in your honey | Am I just another word in your page, yeah, yeah? |  | Every time I touch you, honey, you get hot | I wanna make love, you never stop | Come up for air, you pull me to the floor | What's been going on in that head of yours? |  | Unskinny bop | Just blows me away, yeah | Unskinny bop, bop | All night and day, yeah | Unskinny bop, bop, bop, bop | She just loves to play, yeah | Unskinny bop, nothin' more to say |  | You're saying my love won't do ya | That ain't love written on your face | Well, honey, I can see right through ya | Well, who's ridin' who at the end of the race? |  |  | What's right? | What's wrong? | What's left? | What the hell is going on? |  | Unskinny bop | Just blows me away, yeah | Unskinny bop, bop | All night and day, yeah | Unskinny bop, bop, bop, bop | She just loves to play, yeah | (Up for air, pulled to the floor) | Unskinny bop | No good, no good, no good, no good | Unskinny bop, bop | All night and day, yeah | Unskinny bop, bop, bop, bop | No good, no good, no good, no good"
1990,Rod Stewart,Downtown Train,3,1990-01-03,Rock,"Outside another yellow moon | Has punched a hole in the night time mist | I climb through the window and down to the street | I'm shining like a new dime | The downtown trains are full | Full of all them Brooklyn girls | They try so hard to break out of their little worlds |  | You wave your hand and they scatter like crows | They have nothing that'll ever capture your heart | They're just thorns without the rose | Be careful of them in the dark | Oh if I was the one you chose to be your only one | Oh baby can't you hear me now, can't you hear me now |  | Will I see you tonight on a downtown train | Every night, every night its just the same | On a downtown train |  | I know your window and I know its late | I know your stairs and your doorway | I walk down your street and past your gate | I stand by the light of the four way | And watch them as they fall, oh baby | They all having their heart attacks | They stay at the carnival | But they'll never win you back |  | Will I see you tonight on a downtown train | Every night, every night its just the same | You leave me lonely | Will I see you tonight on a downtown train | All my dreams, all my dreams fall like rain | On a downtown train | Will I see you tonight on a downtown train | Every night, every night its just the same | Will I see you tonight on a downtown train | All my dreams, all my dreams fall like rain | On a downtown train | On a downtown train | All my dreams fall like rain | On a downtown train"
1990,The B-52s,Roam,3,1990-01-03,Alternative,"I hear a wind | Whistling air | Whispering | In my ear |  | Boy Mercury shootin' through every degree | Oh, girl dancin' down those dirty and dusty trails | Take it hip to hip, rocket through the wilderness | Around the world,  | the trip begins with a kiss |  | Roam if you want to, roam around the world | Roam if you want to, without wings, without wheels | Roam if you want to, roam around the world | Roam if you want to, without anything but the love we feel |  | Skip the airstrip to the sunset | Yeah, ride the arrow to the target one | Take it hip to hip, rocket through the wilderness | Around the world, the trip begins with a kiss |  | Roam if you want to, roam around the world | Roam if you want to, without wings, without wheels | Roam if you want to, roam around the world | Roam if you want to, without anything but the love we feel |  |  | Fly the great big sky, see the great big sea | Kick through continents, bustin' boundaries | Take it hip to hip, rocket through the wilderness | Around the world, the trip begins with a kiss |  | Roam if you want to, roam around the world | Roam if you want to, without wings, without wheels | Roam if you want to, roam around the world | Roam if you want to, without anything but the love we feel |  | Take it hip to hip, rocket through the wilderness | Take it hip to hip, rocket through the wilderness | Take it hip to hip, rocket through the wilderness | (C'mon!) | Take it hip to hip, rocket through the wilderness | (Ow) | Take it hip to hip, rocket through the wilderness | (Go ahead and roam, go ahead and roam) | Take it hip to hip, rocket through the wilderness | (Go ahead and roam, go ahead and roam | Go ahead and roam, go ahead and roam) | Alright, uh-huh | Take it hip to hip, rocket through the wilderness | (Go ahead and roam, go ahead and roam | Go ahead and roam, go ahead and roam) | Oh boy | Take it hip to hip, rocket through the wilderness | (Go ahead and roam, go ahead and roam | Go ahead and roam, go ahead and roam)"
